question_id,role_id,masco_code,role_title,locale,category,difficulty,question_text,anchor_type,anchor_text,global_anchor_standard,global_anchor_record_id,global_anchor_url,global_anchor_license_id,interview_method_sources,authoring_method,answer_framework,answer_guidance,strong_evidence_signals,watch_out_for,follow_up_question,quality_score_100,review_status,safety_note
M121101-GQ10,M121101,121101,Budgeting/Financial Accounting Manager,en-MY,situational,advanced,"You notice a quality, safety, or compliance risk related to: Plan, direct, or coordinate the activities of workers in branches, offices, or departments of establishments, such as branch banks, brokerage firms, risk and insurance departments, or credit departments.. What would you do first, and why?",task,"Plan, direct, or coordinate the activities of workers in branches, offices, or departments of establishments, such as branch banks, brokerage firms, risk and insurance departments, or credit departments.",O*NET 31.0,11-3031.00|task:21312,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you document and close the issue?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M121101-GQ11,M121101,121101,Budgeting/Financial Accounting Manager,en-MY,career_growth,foundation,"Which capability would you most need to strengthen to excel as a Budgeting/Financial Accounting Manager, and how would you develop it?",role_title,Budgeting/Financial Accounting Manager,MASCO 2020,M121101,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=318,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,capability-gap-plan,"Identify one relevant capability, explain why it matters, and give a specific learning and application plan.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you demonstrate progress?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M121101-GQ12,M121101,121101,Budgeting/Financial Accounting Manager,en-MY,employer_question,foundation,What would you ask the interviewer to understand how success is measured for the Budgeting/Financial Accounting Manager role?,role_title,Budgeting/Financial Accounting Manager,MASCO 2020,M121101,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=318,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,informed-question,"Ask a concise question about expectations, measures of success, support, or near-term priorities.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would the answer influence your priorities?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M121102-GQ01,M121102,121102,Audit and Risk Management Manager,en-MY,introduction,foundation,Give me a concise overview of your experience and explain how it prepares you for the Audit and Risk Management Manager role.,role_title,Audit and Risk Management Manager,MASCO 2020,M121102,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=318,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,concise-summary,"State your current professional focus, two relevant strengths, one evidence point, and why those fit this role.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which achievement best demonstrates your readiness?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M121102-GQ02,M121102,121102,Audit and Risk Management Manager,en-MY,motivation,foundation,"Why are you interested in the Audit and Risk Management Manager role, and what value would you aim to deliver in the first six months?",role_title,Audit and Risk Management Manager,MASCO 2020,M121102,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=318,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,motivation-fit-evidence,"Connect your motivation to the work, show that you understand the role, and support the fit with evidence.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you need to learn first?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M121102-GQ03,M121102,121102,Audit and Risk Management Manager,en-MY,behavioural,intermediate,"Tell me about a time your work involved this responsibility: address identified risks. What did you do, and what changed as a result?",skill,address identified risks,ESCO 1.2.1,http://data.europa.eu/esco/skill/873f205a-05f8-45f8-b544-fe963a3edc1e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What evidence shows that your action made a difference?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M121102-GQ04,M121102,121102,Audit and Risk Management Manager,en-MY,behavioural,advanced,Describe a difficult decision connected to: advise on risk management. How did you evaluate the options and consequences?,skill,advise on risk management,ESCO 1.2.1,http://data.europa.eu/esco/skill/0efbe2dc-2770-47ec-b8f4-d1bdff6ac0a4,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you do differently now?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M121102-GQ05,M121102,121102,Audit and Risk Management Manager,en-MY,behavioural,intermediate,Give an example of working with other people while responsible for: align efforts towards business development. How did you handle different expectations?,skill,align efforts towards business development,ESCO 1.2.1,http://data.europa.eu/esco/skill/ee7f90cc-922e-4da7-a7ae-83c2688fed10,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How did you confirm alignment?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M121102-GQ06,M121102,121102,Audit and Risk Management Manager,en-MY,technical,intermediate,"Walk me through your approach to this area of work: analyse external factors of companies. What steps, tools, or standards would you use?",skill,analyse external factors of companies,ESCO 1.2.1,http://data.europa.eu/esco/skill/ce5b1446-b5e3-4f05-a5ac-83f2ee142a44,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you validate the result?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M121102-GQ07,M121102,121102,Audit and Risk Management Manager,en-MY,technical,advanced,What controls and quality checks would you apply when handling: analyse internal factors of companies? Explain the main trade-offs.,skill,analyse internal factors of companies,ESCO 1.2.1,http://data.europa.eu/esco/skill/91816e1a-d026-4d21-9b1c-59ca5cf488de,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which failure mode would concern you most?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
