match_id,role_id,masco_code,masco_title,global_source_standard,global_source_code,global_source_title,mapping_method,title_similarity_0_100,mapping_confidence,source_record_id,source_url,license_id,source_description,review_status
M132202-M01,M132202,132202,Production and Operation Manager (Oil and Gas Extraction),ESCO 1.2.1,1322.1.2,oil and gas production manager,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Oil and gas production managers coordinate and implement short and medium term oil and gas production schedules and plans, such as drilling, extraction operations and waste management. They steer one or more units and oversee the implementation of technical and human means, within the framework of objectives of volume, quality and planning. Oil and gas production managers design and ensure that the production plans and schedules are met.",crosswalk_reviewed_in_source_project
M132203-M01,M132203,132203,Offshore Installation Manager,ESCO 1.2.1,1322.1.2,oil and gas production manager,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Oil and gas production managers coordinate and implement short and medium term oil and gas production schedules and plans, such as drilling, extraction operations and waste management. They steer one or more units and oversee the implementation of technical and human means, within the framework of objectives of volume, quality and planning. Oil and gas production managers design and ensure that the production plans and schedules are met.",crosswalk_reviewed_in_source_project
M132205-M01,M132205,132205,Metallurgy Manager,ESCO 1.2.1,1321.2.1.7,metallurgical manager,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/45517bc3-0887-416d-95fe-6ace1b90bddd,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Metallurgical managers coordinate and implement short and medium term metallurgical or steel-making production schedules, and coordinate the development, support and improvement of steel-making processes, and the reliability efforts of the maintenance and engineering departments. They also partner with ongoing remediation initiatives.",crosswalk_reviewed_in_source_project
M132301-M01,M132301,132301,Construction Manager,ESCO 1.2.1,1323.1,construction manager,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/faed05c0-c1d1-4e34-b575-0dea96459e56,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Construction managers are responsible for the planning and coordination of the construction projects. They provide expertise in the design phase of construction projects by facilitating a better estimate of the costs and the functional implications. They participate on bid processes for construction projects and handle subcontractors to deliver the different stages of the construction process from beginning to completion. They strive to enhance the value of the projects both improving efficiency and creating value for customers.,crosswalk_reviewed_in_source_project
M132301-M03,M132301,132301,Construction Manager,NOC 2021 Version 1.0,70010,Construction managers,title_similarity,100,high,70010,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Plan, organize, direct, control and evaluate construction projects from start to finish according to schedule, specifications and budget; Prepare and submit construction project budget estimates",human_mapping_review_required
M132301-M02,M132301,132301,Construction Manager,O*NET 31.0,11-9021.00,Construction Managers,title_similarity,100,high,11-9021.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Plan, direct, or coordinate, usually through subordinate supervisory personnel, activities concerned with the construction and maintenance of structures, facilities, and systems. Participate in the conceptual development of a construction project and oversee its organization, scheduling, budgeting, and implementation. Includes managers in specialized construction fields, such as carpentry or plumbing.",human_mapping_review_required
M132301-M04,M132301,132301,Construction Manager,OSCA 2024 Version 1.0,131131,Construction Project Manager,title_similarity,80,medium,131131,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Plans, organises, directs, controls and coordinates construction of engineering and building projects, and all resources involved in the construction process",human_mapping_review_required
M132302-M01,M132302,132302,Building and Architecture Manager,ESCO 1.2.1,1323.1,construction manager,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/faed05c0-c1d1-4e34-b575-0dea96459e56,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Construction managers are responsible for the planning and coordination of the construction projects. They provide expertise in the design phase of construction projects by facilitating a better estimate of the costs and the functional implications. They participate on bid processes for construction projects and handle subcontractors to deliver the different stages of the construction process from beginning to completion. They strive to enhance the value of the projects both improving efficiency and creating value for customers.,crosswalk_reviewed_in_source_project
M132302-M02,M132302,132302,Building and Architecture Manager,NOC 2021 Version 1.0,20011,Architecture and science managers,title_similarity,67,medium,20011,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Architecture and urban planning managers; Plan, organize, direct, control and evaluate the activities and operations of an urban planning service or an architectural firm",human_mapping_review_required
M132303-M01,M132303,132303,Land Surveyor Manager,ESCO 1.2.1,2165.4,land surveyor,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/d8e502b4-1be6-4d10-a224-151688f8f0c8,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Land surveyors determine, by means of specialised equipment, the distances and positions of points at the surface of sites for construction purposes. They use measurements of the specific aspects of construction sites, such as electricity, distance measurements, and metal structure volumes to create architectural drawings and develop construction projects.",crosswalk_reviewed_in_source_project
M132303-M02,M132303,132303,Land Surveyor Manager,NOC 2021 Version 1.0,21203,Land surveyors,title_similarity,80,medium,21203,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Develop survey plans, methods and procedures for conducting legal surveys; Plan, direct and supervise or conduct surveys to establish and mark legal boundaries of properties, parcels of lands, provincial and Canada Lands, Aboriginal land claims, wellsites, mining claims, utility rights-of-way, roadways and highways",human_mapping_review_required
M132303-M03,M132303,132303,Land Surveyor Manager,OSCA 2024 Version 1.0,241234,Land Surveyor,title_similarity,82,high,241234,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,Locates and defines public and private land boundaries by using precise measuring equipment,human_mapping_review_required
M132401-M01,M132401,132401,Railway Station Master,ESCO 1.2.1,1324.7,railway station manager,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/b39a74a2-37fe-4fdc-ba8e-5bbbbdce2d89,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Railway station managers are in charge of organising tasks linked to the operation of train stations. Their tasks cover the organisation of the maintenance and repairment works for buildings and interior equipment. They care for the comfort, service, safety and security of passengers, other clients and the commercial use of buildings. Depending on the size of the station, the number of staff that railway station managers are directly responsible for can be high.",crosswalk_reviewed_in_source_project
M132401-M02,M132401,132401,Railway Station Master,OSCA 2024 Version 1.0,172532,Railway Station Manager,title_similarity,67,medium,172532,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,Organises and controls the operations of a railway station,human_mapping_review_required
M132402-M01,M132402,132402,Transport Manager,ESCO 1.2.1,1324.3.1.5,road transport division manager,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/f56e33a3-01bb-46ba-98f4-d47aa242b983,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Road transport division managers maintain control of processes related to vehicles, staff, customers, routes, and contracts.",crosswalk_reviewed_in_source_project
M132402-M02,M132402,132402,Transport Manager,OSCA 2024 Version 1.0,172533,Transport Company Manager,title_similarity,80,medium,172533,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,Organises and controls the operations of an enterprise that operates a fleet of vehicles to transport goods and passengers,human_mapping_review_required
M132404-M01,M132404,132404,Port/Shipping Operations Manager,ESCO 1.2.1,4323.11,port coordinator,MASCO_crosswalk,100,medium,http://data.europa.eu/esco/occupation/fa404a79-4091-47f9-a635-c2e3c576ece8,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Port coordinators manage operations of traffic division for port authorities. They enforce rules and regulations, such as the berthing of ships, handling and storing of cargo, and the use of port facilities. They direct policing and cleaning activities of the harbour department land, streets, buildings, and water areas. Port coordinators also ensure that activities concerning revenue are documented and submitted to the accounting division. They advise port authorities on rates and revisions of port tariff, and solicit steamship companies to use port facilities. They direct activities concerned with compiling daily and annual ship and cargo statistics.",crosswalk_reviewed_in_source_project
