"role_id","masco_code","role_title","previous_esco_code","previous_esco_title","chosen_esco_code","chosen_esco_title","esco_code_changed","previous_mapping_relation","mapping_relation","mapping_method","rationale"
"M213209","213209","Farm Demonstrator","2132.2","Agronomist","2132.2","Agronomist","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Agronomy advice and agricultural demonstrations; extension-teaching specialty needs enrichment."
"M213210","213210","Forestry Officer","2132.5","Forestry Adviser","2132.5","Forestry Adviser","false","partial_proxy","partial_proxy","2020_ambiguous_alias_rejected","Forestry Officer duties are professional forest management; Forest Ranger is only a possible conservation/protection component. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval."
"M213214","213214","Aquaculture Executive","1312.3","Aquaculture Production Manager","1312.3","Aquaculture Production Manager","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Aquaculture operations coordination; managerial seniority may differ."
"M213301","213301","Environmental Control Officer Grade C41","3257.1","Environmental Health Inspector","3257.1","Environmental Health Inspector","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Environmental inspection and pollution control; Malaysian statutory enforcement is not transferred."
"M213302","213302","Agronomist","2132.2","Agronomist","2132.2","Agronomist","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M213304","213304","Agricultural Scientist","2132.1","Agricultural Scientist","2132.1","Agricultural Scientist","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M213305","213305","Floriculturist","6113.2","Horticulture Production Manager","6113.2","Horticulture Production Manager","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Commercial flower and ornamental-plant production; scientific floriculture content is only partly represented."
"M213306","213306","Horticulturist","6112.1","Arboriculturist","2131.4.6.1","Curator of Horticulture","true","inherited_test_proxy","partial_proxy","2020_title_and_duty_review","The separated Horticulturist includes plant collections, botanical gardens and landscapes. Curator of Horticulture is a reviewed partial professional-profile proxy; generic horticulture is not identical to botanical-curator seniority or scope."
"M213315","213315","Wood Analyst","2149.11.2","Wood Technology Engineer","2149.11.2","Wood Technology Engineer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Wood technology and material analysis; engineering scope may differ."
"M213316","213316","Animal Scientist","2250.9","Veterinary Scientist","2250.9","Veterinary Scientist","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Animal research proxy; veterinary emphasis may differ from livestock-production science."
"M213317","213317","Environmental Research Scientist","2133.7","Environmental Scientist","2133.7","Environmental Scientist","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Environmental scientific research."
"M213318","213318","Conservation Officer","2133.9","Nature Conservation Officer","2133.9","Nature Conservation Officer","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M213322","213322","Environmental Consultant","2133.6","Environmental Programme Coordinator","2133.6","Environmental Programme Coordinator","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Environmental impact, sustainability and regulatory advice/programmes; exact consulting specialization varies."
"M213402","213402","Biochemist","2131.4.2","Biochemist","2131.4.2","Biochemist","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M213409","213409","Endocrinologists","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: D11 describes clinical diagnosis; specialised doctor is a broader clinical proxy, not physiologist or coroner. Specialty skills require local enrichment."
"M213410","213410","Physiologists","2131.4.11","Physiologist","2131.4.11","Physiologist","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Preferred occupation title matches after removing Malaysian grade/competency wrappers."
