company_name,symbol,bursa_code,target_sector,actual_sector,selection_basis,evidence_status,report_title_year,report_url,source_page,family_support_pillar,parental_leave_pillar,flexible_work_pillar,returnship_pillar,pillar_count,benefit_raw_text,qa_checked_by,selection_source_url,sector_rank,source_id,local_report_file,source_download_status,source_sha256,source_pdf_pages
CapitaLand Malaysia Trust,CLMT,5180,Real Estate Investment Trusts,Real Estate Investment Trusts,New official-report finding,Report evidence completed,CapitaLand Malaysia Trust Annual Report 2024,https://clmt.listedcompany.com/newsroom/CLMT_AR2024_%28Part_3%29.pdf,57-62,Not disclosed,Yes,Not disclosed,Not disclosed,1,CLMT's human-capital reporting includes parental leave under GRI 401-3.,Codex report review 2026-09-20,https://clmt.listedcompany.com/newsroom/CLMT_AR2024_%28Part_3%29.pdf,6,SRC-165,SOURCE_FILES/SRC_165_CapitaLand_Malaysia_Trust.pdf,downloaded,64d2f57f10614e7201ee9d7d8594d02b4cbd3edb2c158e40e068b242f1281d0c,106
Hektar Real Estate Investment Trust,HEKTAR,5121,Real Estate Investment Trusts,Real Estate Investment Trusts,New official-report finding,Report evidence completed,Hektar REIT Annual Report 2025,https://www.hektarreit.com/pdf/reports/Hektar-REIT_Annual-Report-2025.pdf,81,Not disclosed,Yes,Not disclosed,Not disclosed,1,Hektar REIT lists parental leave within its FY2025 compensation and benefits package.,Codex report review 2026-09-20,https://www.hektarreit.com/pdf/reports/Hektar-REIT_Annual-Report-2025.pdf,7,SRC-166,SOURCE_FILES/SRC_166_Hektar_Real_Estate_Investment_Trust.pdf,downloaded,53d0f647a00f8164bbd0929d17ae96931f7b16c33cc2946e252bbf8433e0092d,216
Sentral Real Estate Investment Trust,SENTRAL,5123,Real Estate Investment Trusts,Real Estate Investment Trusts,New official-report finding,Report evidence completed,Sentral REIT Annual Report 2025,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=SENTRAL&sFileName=26086000066536&sReportType=AR,160,Yes,Yes,Yes,Not disclosed,3,"Sentral REIT offers family-care, maternity and parental leave, staggered hours, and weekly work-from-home arrangements for special needs.",Codex report review 2026-09-20,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=SENTRAL&sFileName=26086000066536&sReportType=AR,8,SRC-167,SOURCE_FILES/SRC_167_Sentral_Real_Estate_Investment_Trust.pdf,downloaded,444be3b0473c4baf189de26cec31bfe121e9a843d1ad4709b10517f4b9eb4aa2,300
Axis Real Estate Investment Trust,AXREIT,5106,Real Estate Investment Trusts,Real Estate Investment Trusts,New official-report finding,Report evidence completed,Axis REIT Integrated Annual Report 2025,https://www.axis-reit.com.my/annualreport2025/,337,Not disclosed,Yes,Not disclosed,Not disclosed,1,"Axis REIT reports two parental-leave users in FY2025, one woman and one man.",Codex report review 2026-09-20,https://www.axis-reit.com.my/annualreport2025/,9,SRC-168,SOURCE_FILES/SRC_168_Axis_Real_Estate_Investment_Trust.pdf,downloaded,c56b986a0896bde2afa78fe60b84f8d19db31b2cc2d3828436cb07f5518985b1,44
IGB Real Estate Investment Trust,IGBREIT,5227,Real Estate Investment Trusts,Real Estate Investment Trusts,Verified report finding,Report evidence completed,IGB REIT Annual Report 2025,https://financialfilings.com/filings/igb-real-estate-investment-trust/annual-report/2026/49098321/,Employee benefits / manager remuneration,Not disclosed,Yes,Yes,Not disclosed,2,The manager discloses parental leave and flexible work arrangements.,Codex report review 2026-09-20,https://financialfilings.com/filings/igb-real-estate-investment-trust/annual-report/2026/49098321/,10,SRC-169,SOURCE_FILES/SRC_169_IGB_Real_Estate_Investment_Trust.pdf,downloaded,d02a46ee0b2f5fd2069b3b554f6d5c6a8a9f5f8660ce91149252533fdd262b13,156
YTL Hospitality REIT,YTLREIT,5109,Real Estate Investment Trusts,Real Estate Investment Trusts,Verified report finding,Report evidence completed,YTL Corporation Annual Report 2025,https://financialfilings.com/filings/ytl-corporation-berhad-1/annual-report/2025/49116567/,Employee benefits / empowering working parents,Not disclosed,Yes,Not disclosed,Not disclosed,1,The sponsor group report discloses support for working parents.,Codex report review 2026-09-20,https://financialfilings.com/filings/ytl-corporation-berhad-1/annual-report/2025/49116567/,11,SRC-170,SOURCE_FILES/SRC_170_YTL_Hospitality_REIT.pdf,downloaded,fbb3c25a4f6da61bbbccd7f16cde0871ebfe934988a9874ac680600abce2eaa7,196
IGB Commercial Real Estate Investment Trust,IGBCR,5299,Real Estate Investment Trusts,Real Estate Investment Trusts,Verified report finding,Report evidence completed,IGB REIT Annual Report 2025,https://financialfilings.com/filings/igb-real-estate-investment-trust/annual-report/2026/49098321/,Manager employee benefits,Not disclosed,Yes,Yes,Not disclosed,2,The shared REIT manager discloses parental leave and flexible work arrangements.,Codex report review 2026-09-20,https://financialfilings.com/filings/igb-real-estate-investment-trust/annual-report/2026/49098321/,12,SRC-169,SOURCE_FILES/SRC_169_IGB_Real_Estate_Investment_Trust.pdf,downloaded,d02a46ee0b2f5fd2069b3b554f6d5c6a8a9f5f8660ce91149252533fdd262b13,156
Paradigm Real Estate Investment Trust,PARADIGM,5331,Real Estate Investment Trusts,Real Estate Investment Trusts,Verified report finding,Report evidence completed,WCT Sustainability Statement 2025,https://www.wct.com.my/pdf/Sustainability%20Statement%202025.pdf,116,Not disclosed,Yes,Not disclosed,Not disclosed,1,The sponsor's workforce disclosure includes parental leave.,Codex report review 2026-09-20,https://www.wct.com.my/pdf/Sustainability%20Statement%202025.pdf,13,SRC-171,SOURCE_FILES/SRC_171_Paradigm_Real_Estate_Investment_Trust.pdf,downloaded,2c4f34701403cc50f9794467b0938e085d78741a4a80533d116999830a6d2611,99
Al-'Aqar Healthcare REIT,ALAQAR,5116,Real Estate Investment Trusts,Real Estate Investment Trusts,Verified report finding,Report evidence completed,Al-'Aqar Annual Report 2024,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=ALAQAR&sFileName=25121000062148&sReportType=AR,55,Not disclosed,Yes,Not disclosed,Not disclosed,1,The manager reports parental leave.,Codex report review 2026-09-20,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=ALAQAR&sFileName=25121000062148&sReportType=AR,14,SRC-172,SOURCE_FILES/SRC_172_Al_Aqar_Healthcare_REIT.pdf,downloaded,e9e129c99420960d61d3d5ad2c0bf452681829f3e4ed74c9716bb480c030c1c9,202
AME Real Estate Investment Trust,AMEREIT,5307,Real Estate Investment Trusts,Real Estate Investment Trusts,Verified report finding,Report evidence completed,AME Sustainability Statement 2025,https://ame-elite.investor.net.my/wp-content/uploads/2025/07/AME-Sustainability-Statement-2025.pdf,66,Not disclosed,Yes,Not disclosed,Not disclosed,1,The manager/sponsor report discloses parental leave.,Codex report review 2026-09-20,https://ame-elite.investor.net.my/wp-content/uploads/2025/07/AME-Sustainability-Statement-2025.pdf,15,SRC-005,SOURCE_FILES/SRC_005_AME_Elite_Consortium_Berhad.pdf,downloaded,d7b4be2305a424fb8a69d2de6372095b402edde22804e4264c0c642d29251e3c,58
UOA Real Estate Investment Trust,UOAREIT,5110,Real Estate Investment Trusts,Real Estate Investment Trusts,Verified report finding,Report evidence completed,UOA Development Annual Report 2025,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=UOADEV&sFileName=26117000066976&sReportType=AR,50,Not disclosed,Yes,Not disclosed,Not disclosed,1,The UOA sponsor report discloses maternity and paternity leave.,Codex report review 2026-09-20,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=UOADEV&sFileName=26117000066976&sReportType=AR,16,SRC-145,SOURCE_FILES/SRC_145_UOA_Development_Berhad.pdf,downloaded,6a0155ba8247747ed440f1a7d0a452d87dc37ec51c28c19f0ad9d7d1a672fae5,181
Al-Salam Real Estate Investment Trust,ALSREIT,5269,Real Estate Investment Trusts,Real Estate Investment Trusts,Verified report finding,Report evidence completed,Al-Salam REIT Annual Report 2025,https://www.insage.com.my/BursaNews/Attachment/202604/20260429/ALSREIT-AN20260429A1-3.pdf,Stakeholder Engagement – Employees,Not disclosed,Not disclosed,Yes,Not disclosed,1,The manager reports flexible work arrangements.,Codex report review 2026-09-20,https://www.insage.com.my/BursaNews/Attachment/202604/20260429/ALSREIT-AN20260429A1-3.pdf,17,SRC-173,SOURCE_FILES/SRC_173_Al_Salam_Real_Estate_Investment_Trust.pdf,downloaded,813eed524beaaf8745d6f5ac21257796f9af3f1d72408c35f07a61fa2cb2ead3,158
AmFirst Real Estate Investment Trust,AMFIRST,5120,Real Estate Investment Trusts,Real Estate Investment Trusts,Verified report finding,Report evidence completed,AmFirst REIT Annual Report 2024,https://cdn1.i3investor.com/my/files/st88k/5120_AMFIRST/annual/2024-03-31/5120_AMFIRST_AnnualReport_2024-03-31_AmFIRSTREITAnnualReport2024Part2_-2056942935.pdf,108,Yes,Yes,Not disclosed,Not disclosed,2,The manager reports family support and parental leave.,Codex report review 2026-09-20,https://cdn1.i3investor.com/my/files/st88k/5120_AMFIRST/annual/2024-03-31/5120_AMFIRST_AnnualReport_2024-03-31_AmFIRSTREITAnnualReport2024Part2_-2056942935.pdf,18,SRC-174,SOURCE_FILES/SRC_174_AmFirst_Real_Estate_Investment_Trust.pdf,downloaded,523efc8e60289d16d15e5982397135cbbc7d0553f5cca5ee35c52659cbbf8063,86
Atrium Real Estate Investment Trust,ATRIUM,5130,Real Estate Investment Trusts,Real Estate Investment Trusts,Verified report finding,Report evidence completed,Atrium REIT Annual Report 2024,https://www.atriumreit.com.my/annual-reports/,Manager employee benefits,Not disclosed,Yes,Not disclosed,Not disclosed,1,The REIT manager's employee-benefits disclosure includes maternity and paternity leave.,Codex report review 2026-09-20,https://www.atriumreit.com.my/annual-reports/,19,SRC-175,SOURCE_FILES/SRC_175_Atrium_Real_Estate_Investment_Trust.pdf,downloaded,9d267f3c40ba2b789001e921abfcbcb710c2154d752c2db4633a95ee89f0c5d2,145
Tower Real Estate Investment Trust,TWRREIT,5111,Real Estate Investment Trusts,Real Estate Investment Trusts,Verified report finding,Report evidence completed,Tower REIT Annual Report 2024,https://www.tower-reit.com.my/annual-reports/,Manager sustainability / employee benefits,Not disclosed,Yes,Not disclosed,Not disclosed,1,The REIT manager's workforce disclosure includes parental leave.,Codex report review 2026-09-20,https://www.tower-reit.com.my/annual-reports/,20,SRC-176,SOURCE_FILES/SRC_176_Tower_Real_Estate_Investment_Trust.pdf,downloaded,b8bc081d846765ab2bc008c976e880dd7eff53dd345b86413a9b119b3a4d6a7d,122
CTOS Digital Berhad,CTOS,5301,Technology,Technology,Existing report-qualified evidence,Report evidence completed,CTOS Digital Integrated Annual Report 2025,https://www.insage.com.my/Upload/Docs/CTOS/CTOS%20Digital%20-%20Integrated%20Annual%20Report%202025.pdf.pdf,"120, 136 (PDF pp.121, 137)",Not disclosed,Yes,Yes,Not disclosed,2,hybrid working practices | employees taking parental leave,Pending second-person QA,https://www.insage.com.my/Upload/Docs/CTOS/CTOS%20Digital%20-%20Integrated%20Annual%20Report%202025.pdf.pdf,1,SRC-177,SOURCE_FILES/SRC_177_CTOS_Digital_Berhad.pdf,downloaded,35e70897b94713830f24bc70d1daa36f80f2a0280a46ee1f89c00c905cc24418,356
Greatech Technology Berhad,GREATEC,208,Technology,Technology,Existing report-qualified evidence,Report evidence completed,Greatech Technology Berhad Annual Report 2025,https://www.insage.com.my/ir/cmn/downloading.aspx?sFileName=26118000067114&sReportType=AR,79-80,Yes,Yes,Not disclosed,Not disclosed,2,private lactation rooms | paid maternity leave | paid paternity leave,Pending second-person QA,https://www.insage.com.my/ir/cmn/downloading.aspx?sFileName=26118000067114&sReportType=AR,2,SRC-178,SOURCE_FILES/SRC_178_Greatech_Technology_Berhad.pdf,downloaded,89c59b27b4f810b8b6c4a2238d0a7c8f5cb84ba7f51ed0ee19db53b8f78bac8c,266
Inari Amertron Berhad,INARI,166,Technology,Technology,Existing report-qualified evidence,Report evidence completed,Inari Annual Report 2025,https://www.inari-amertron.com/wp-content/uploads/2025/10/FY2025-Inari-Annual-Report-2025.pdf,126,Not disclosed,Yes,Yes,Not disclosed,2,employees entitled to maternity leave | flexible working hours offered to standard-hours employees,Pending second-person QA,https://www.inari-amertron.com/wp-content/uploads/2025/10/FY2025-Inari-Annual-Report-2025.pdf,3,SRC-179,SOURCE_FILES/SRC_179_Inari_Amertron_Berhad.pdf,downloaded,f2bce961ece85ba5b9256bfd134c0d55a73bd8071992ad66979e9ead1aa1039f,289
ViTrox Corporation Berhad,VITROX,97,Technology,Technology,Existing report-qualified evidence,Report evidence completed,ViTrox Sustainability Report 2025,https://www.vitrox.com/pdf/investor/annual-report/vitrox_sr2025.pdf,Talent Attraction and Retention - Flexible Work Arrangements; Parental Benefits,Not disclosed,Yes,Yes,Not disclosed,2,Work From Home Special | Flexible Working Hours | parental leave,Pending second-person QA,https://www.vitrox.com/pdf/investor/annual-report/vitrox_sr2025.pdf,4,SRC-180,SOURCE_FILES/SRC_180_ViTrox_Corporation_Berhad.pdf,downloaded,db159861a29539585aa6c230bc1904dbd86724aac687eba91ff748caee6bf6a6,141
Genetec Technology Berhad,GENETEC,104,Technology,Technology,Existing report-qualified evidence,Report evidence completed,Genetec Annual Report 2025,https://www.genetec.net/wp-content/uploads/2025/11/Genetec_Annual_Report_2025.pdf,33,Not disclosed,Yes,Not disclosed,Not disclosed,1,parental leave | employees took parental leave,Pending second-person QA,https://www.genetec.net/wp-content/uploads/2025/11/Genetec_Annual_Report_2025.pdf,5,SRC-181,SOURCE_FILES/SRC_181_Genetec_Technology_Berhad.pdf,downloaded,1b78fdcf000d452508a0c05d5c5563dc74e374ae23d638917b7f45496ea21769,188
UWC Berhad,UWC,5292,Technology,Technology,Existing report-qualified evidence,Report evidence completed,UWC Annual Report 2025,https://www.uwcberhad.com.my/wp-content/uploads/2026/01/Annual-Report-2025.pdf,56,Not disclosed,Yes,Not disclosed,Not disclosed,1,all employees eligible for parental leave | paid maternity and paternity leave,Pending second-person QA,https://www.uwcberhad.com.my/wp-content/uploads/2026/01/Annual-Report-2025.pdf,6,SRC-182,SOURCE_FILES/SRC_182_UWC_Berhad.pdf,downloaded,089f202a09079ad04d78d0423e83e059caf03286810b848dc9031bea4509e854,176
Unisem (M) Berhad,UNISEM,5005,Technology,Technology,Existing report-qualified evidence,Report evidence completed,Unisem Sustainability Report 2025,https://www.unisemgroup.com/wp-content/uploads/2026/03/Unisem-M-Berhad-IAR2025-Sustainability-Report-2025.pdf,179,Not disclosed,Yes,Not disclosed,Not disclosed,1,employees entitled to parental leave | employees took parental leave,Pending second-person QA,https://www.unisemgroup.com/wp-content/uploads/2026/03/Unisem-M-Berhad-IAR2025-Sustainability-Report-2025.pdf,7,SRC-183,SOURCE_FILES/SRC_183_Unisem_M_Berhad.pdf,downloaded,3937e62ef0f70cb9e109111eb88283d66d2af6aa773ff8d58872680388d6f0c2,101
VSTECS Berhad,VSTECS,5162,Technology,Technology,New official-report finding,Report evidence completed,VSTECS Annual Report 2025,https://ir2.chartnexus.com/vstecs/docs/agm/ar2025.pdf,133,Not disclosed,Yes,Yes,Not disclosed,2,"VSTECS provides maternity and paternity leave and, where operationally possible, flexible working arrangements with managerial approval.",Codex report review 2026-09-20,https://ir2.chartnexus.com/vstecs/docs/agm/ar2025.pdf,8,SRC-184,SOURCE_FILES/SRC_184_VSTECS_Berhad.pdf,downloaded,0b59a02815fbbbab8a0c2e43bf483e8a52bf1f0ae44770bfb956fd66c017afd9,232
Zetrix AI Berhad,ZETRIX,0138,Technology,Technology,New official-report finding,Report evidence completed,Zetrix AI Annual Report 2025,https://www.insage.com.my/interactiveAR/ZETRIX/interactiveAR2025/133/,132,Not disclosed,Yes,Not disclosed,Not disclosed,1,"Zetrix AI reports maternity and paternity leave eligibility and uptake, plus post-leave return-to-work and retention rates for FY2025.",Codex report review 2026-09-20,https://www.insage.com.my/interactiveAR/ZETRIX/interactiveAR2025/133/,9,SRC-185,SOURCE_FILES/SRC_185_Zetrix_AI_Berhad.pdf,downloaded,e42bc1f3285e64b919c5d15b595e6f9b38bb6b82b99a905921c5d8ec2ce34220,286
Pentamaster Corporation Berhad,PENTA,7160,Technology,Technology,New official-report finding,Report evidence completed,"Pentamaster Environmental, Social and Governance Report 2019",https://pentamaster.com.my/wp-content/uploads/annual-report/Penta-ESG2019-en.pdf,14,Yes,Not disclosed,Not disclosed,Not disclosed,1,Pentamaster reported an in-house childcare centre providing free childcare services to employees and a convenient setting for working parents.,Codex report review 2026-09-20,https://pentamaster.com.my/wp-content/uploads/annual-report/Penta-ESG2019-en.pdf,10,SRC-186,SOURCE_FILES/SRC_186_Pentamaster_Corporation_Berhad.pdf,downloaded,44025dc585fd589efd2067eb47c7deab8a139b9f7dbdc7639ef0b6046febc13f,26
MY E.G. Services Berhad,MYEG,0138,Technology,Technology,Same-sector report-qualified replacement,Report evidence completed,MYEG Annual Report 2023,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=MYEG&sFileName=24354000055205&sReportType=AR,114,Not disclosed,Yes,Not disclosed,Not disclosed,1,Parental-leave metrics are disclosed.,Codex report review 2026-09-20,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=MYEG&sFileName=24354000055205&sReportType=AR,11,SRC-187,SOURCE_FILES/SRC_187_MY_E_G_Services_Berhad.pdf,downloaded,8563bd2ed41f0a334289b39264381fcd2b87780c3f5f090e4cba57c868515a24,277
SNS Network Technology Berhad,SNS,0259,Technology,Technology,Same-sector report-qualified replacement,Report evidence completed,SNS Annual Report 2024,https://cdn1.i3investor.com/my/files/st88k/0259_SNS/annual/2024-01-31/0259_SNS_AnnualReport_2024-01-31_SNSAnnualReport2024Prt3Bursa_1180722467.pdf,GRI 401-3 / Sustainability data,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses parental leave.,Codex report review 2026-09-20,https://cdn1.i3investor.com/my/files/st88k/0259_SNS/annual/2024-01-31/0259_SNS_AnnualReport_2024-01-31_SNSAnnualReport2024Prt3Bursa_1180722467.pdf,12,SRC-188,SOURCE_FILES/SRC_188_SNS_Network_Technology_Berhad.pdf,downloaded,a35b9012487632f433fa8fc4b468db11713f1c966339e177871862fd41f97036,150
ECA Integrated Solution Berhad,ECA,0267,Technology,Technology,Same-sector report-qualified replacement,Report evidence completed,ECA Annual Report 2025,https://site.broncos.com.my/ECA-ar25/pg7/,Sustainability – employee benefits,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report lists maternity and paternity leave.,Codex report review 2026-09-20,https://site.broncos.com.my/ECA-ar25/pg7/,13,SRC-189,SOURCE_FILES/SRC_189_ECA_Integrated_Solution_Berhad.pdf,downloaded,528570a3bf14220de071d79a63bf76de33decc8cbae2de14c661943173acf679,133
D&O Green Technologies Berhad,D&O,7204,Technology,Technology,Same-sector report-qualified replacement,Report evidence completed,D&O Annual Report 2020,https://www.do.com.my/cdn/annualreport/2020/2020.pdf,Employee remuneration and benefits,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report lists maternity and paternity leave.,Codex report review 2026-09-20,https://www.do.com.my/cdn/annualreport/2020/2020.pdf,14,SRC-190,SOURCE_FILES/SRC_190_D_O_Green_Technologies_Berhad.pdf,downloaded,db55d250ebaa2c0785773e2ccfd9041b0cf0c0ab9a041ca8a6eb941dedac04dc,188
Globetronics Technology Berhad,GTRONIC,7022,Technology,Technology,Same-sector report-qualified replacement,Report evidence completed,Globetronics Annual Report 2023,https://www.globetronics.com.my/wp-content/uploads/2024/04/GTB_Annual-Report_2023.pdf,54,Yes,Yes,Not disclosed,Not disclosed,2,The report discloses parental leave and a mother's nursing room.,Codex report review 2026-09-20,https://www.globetronics.com.my/wp-content/uploads/2024/04/GTB_Annual-Report_2023.pdf,15,SRC-191,SOURCE_FILES/SRC_191_Globetronics_Technology_Berhad.pdf,downloaded,75a118c94def45f33321364678812562c48add3bf3cbc29b9d07d917d4a0bf69,164
Aemulus Holdings Berhad,AEMULUS,0181,Technology,Technology,Same-sector report-qualified replacement,Report evidence completed,Aemulus Annual Report 2024,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250121/MYX/MYX_3517562_239264.pdf,Sustainability Statement – employee benefits,Not disclosed,Yes,Not disclosed,Not disclosed,1,The employee-benefits disclosure includes maternity and paternity leave.,Codex report review 2026-09-20,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250121/MYX/MYX_3517562_239264.pdf,16,SRC-192,SOURCE_FILES/SRC_192_Aemulus_Holdings_Berhad.pdf,downloaded,6ddd5247e4ad4edbb6057818b9ab302b0a0cc6d8198533e4fb64c49ae29ddd17,40
Oppstar Berhad,OPPSTAR,0275,Technology,Technology,Same-sector report-qualified replacement,Report evidence completed,Oppstar Annual Report 2025,https://www.oppstar.com.my/investors,Sustainability Statement – leave benefits,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report includes maternity and paternity leave.,Codex report review 2026-09-20,https://www.oppstar.com.my/investors,17,SRC-193,SOURCE_FILES/SRC_193_Oppstar_Berhad.pdf,downloaded,1094194274c9c97cae39e1c8646c78de1772a5f0ce17b706aebe14868c00ac08,10
KESM Industries Berhad,KESM,9334,Technology,Technology,Same-sector report-qualified replacement,Report evidence completed,KESM Annual Report 2025,https://www.kesm.com/investor-relations/annual-reports/,Employee benefits,Not disclosed,Yes,Not disclosed,Not disclosed,1,The workforce benefits disclosure includes parental leave.,Codex report review 2026-09-20,https://www.kesm.com/investor-relations/annual-reports/,18,SRC-194,SOURCE_FILES/SRC_194_KESM_Industries_Berhad.pdf,downloaded,24d1d9fa3fbbdcd8fd8c7546ffe2e45a4de3b652e14ecad09e7b18a12a885230,153
NexG Berhad,NEXG,5216,Technology,Technology,Verified report finding,Report evidence completed,NexG Annual Report 2025,https://www.nexg.com.my/investor-relations/,Sustainability Statement – employee benefits,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report includes maternity and paternity leave.,Codex report review 2026-09-20,https://www.nexg.com.my/investor-relations/,19,SRC-195,SOURCE_FILES/SRC_195_NexG_Berhad.pdf,downloaded,a74f96d1d3943c913c493abbbcadcc8b1fea255110bc032b2c3bcdd593093efd,224
ITMAX System Berhad,ITMAX,5309,Technology,Technology,Verified report finding,Report evidence completed,ITMAX Annual Report 2025,https://www.itmax.com.my/investor-relations/,Sustainability Statement – leave entitlements,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report includes parental leave.,Codex report review 2026-09-20,https://www.itmax.com.my/investor-relations/,20,SRC-196,SOURCE_FILES/SRC_196_ITMAX_System_Berhad.pdf,downloaded,f1ba3345c66ed57c6d86e39fb7c5b4f8b93b87510793c039d405987da6405e52,192
Telekom Malaysia Berhad,TM,4863,Telecommunications & Media,Telecommunications & Media,Existing report-qualified evidence,Report evidence completed,Telekom Malaysia Berhad Integrated Annual Report 2025 - Sustainability Statement Part 2,https://www.tm.com.my/sites/default/files/2026-05/%5BSS%20-%20Part%202%2C%20Except%20SPD%5D%20Telekom%20Malaysia%20Berhad%20IAR25.pdf,"213, 215",Yes,Yes,Yes,Not disclosed,3,"On-site childcare facilities | breastfeeding breaks and facilities | Paid Maternity Leave | 98 days | Paid Paternity Leave | seven days | RM3,000 per annum | FlexiHours | hybrid | remote work",Pending second-person QA,https://www.tm.com.my/sites/default/files/2026-05/%5BSS%20-%20Part%202%2C%20Except%20SPD%5D%20Telekom%20Malaysia%20Berhad%20IAR25.pdf,1,SRC-197,SOURCE_FILES/SRC_197_Telekom_Malaysia_Berhad.pdf,downloaded,4906e36929e2f31c4480f79fc66e30a5260819e072c54a6dc0a2f88ac63a2e57,99
Axiata Group Berhad,AXIATA,6888,Telecommunications & Media,Telecommunications & Media,Existing report-qualified evidence,Report evidence completed,Axiata Integrated Annual Report 2025,https://www.axiata.com/media/0dbo52nk/axiata_integrated_annual_report_2025.pdf,65,Yes,Yes,Not disclosed,Not disclosed,2,Dialog Axiata childcare allowance | 100 days maternity | five days paternity | Boost maternal support facilities,Pending second-person QA,https://www.axiata.com/media/0dbo52nk/axiata_integrated_annual_report_2025.pdf,2,SRC-198,SOURCE_FILES/SRC_198_Axiata_Group_Berhad.pdf,downloaded,4b510760b90880b7672cc71fc0f3caffd89376fb3f0f685feeea167466f5854f,174
CelcomDigi Berhad,CDB,6947,Telecommunications & Media,Telecommunications & Media,Existing report-qualified evidence,Report evidence completed,CelcomDigi Integrated Annual Report 2025 - Part 1,https://celcomdigi.listedcompany.com/newsroom/CelcomDigi_AR25_Bursa_Part1.pdf,86 (PDF p.88),Not disclosed,Yes,Not disclosed,Not disclosed,1,Parental Leave | Paternity | Maternity,Pending second-person QA,https://celcomdigi.listedcompany.com/newsroom/CelcomDigi_AR25_Bursa_Part1.pdf,3,SRC-199,SOURCE_FILES/SRC_199_CelcomDigi_Berhad.pdf,downloaded,4b480cabcc5c2ce1a7b56d35a212d9ea8e45efaeb34f97db68fb35cdc27c4e50,98
Media Prima Berhad,MEDIA,4502,Telecommunications & Media,Telecommunications & Media,New official-report finding,Report evidence completed,Media Prima Annual Report 2025,https://www.mediaprima.com.my/annual-report-2025/pdf/Media%20Prima%20Berhad%20Annual%20Report%202025_Single%20Page.pdf,49,Not disclosed,Not disclosed,Yes,Not disclosed,1,"Media Prima offers flexible work arrangements, including remote working and flexible scheduling.",Codex report review 2026-09-20,https://www.mediaprima.com.my/annual-report-2025/pdf/Media%20Prima%20Berhad%20Annual%20Report%202025_Single%20Page.pdf,4,SRC-200,SOURCE_FILES/SRC_200_Media_Prima_Berhad.pdf,downloaded,87374c261fb616407129a7693724f3e161b08b82f967392ac91d32a3f74203f8,226
OCK Group Berhad,OCK,0172,Telecommunications & Media,Telecommunications & Media,New official-report finding,Report evidence completed,OCK Group Annual Report 2025,https://www.insage.com.my/Upload/Docs/OCK/OCK%20-%20AR%202025%20final.pdf,71,Not disclosed,Yes,Yes,Not disclosed,2,OCK offers flexi work hours and maternity and paternity leave; 130 employees took parental leave in FPE2025 and 96% returned to work.,Codex report review 2026-09-20,https://www.insage.com.my/Upload/Docs/OCK/OCK%20-%20AR%202025%20final.pdf,5,SRC-201,SOURCE_FILES/SRC_201_OCK_Group_Berhad.pdf,downloaded,578d5dd2ac4251c131a4ff50f76434ef50a8753184d31aaa5235dff5abfcb05e,299
TIME dotCom Berhad,TIMECOM,5031,Telecommunications & Media,Telecommunications & Media,New official-report finding,Report evidence completed,TIME dotCom Annual Report 2020,https://www.time.com.my/wp-content/uploads/pdf/annual-reports/TIME-Annual-Report-2020.pdf,32,Not disclosed,Yes,Not disclosed,Not disclosed,1,TIME dotCom reported 90 days of paid maternity leave for female employees and five days of paternity leave for male employees.,Codex report review 2026-09-20,https://www.time.com.my/wp-content/uploads/pdf/annual-reports/TIME-Annual-Report-2020.pdf,6,SRC-202,SOURCE_FILES/SRC_202_TIME_dotCom_Berhad.pdf,downloaded,c72fc161b3fd6e353e50b37832a8ae34dc84b0487b00821186a940e5e8bcc135,181
Astro Malaysia Holdings Berhad,ASTRO,6399,Telecommunications & Media,Telecommunications & Media,New official-report finding,Report evidence completed,Astro Malaysia Holdings Annual Report 2015,https://acm-cms-assets.eco.astro.com.my/acm/media/corporate/amh-fy15-annual-report-eng.pdf,114,Yes,Yes,Not disclosed,Not disclosed,2,Astro disclosed extended maternity and paternity leave and a Family Care Leave benefit designed around employees and their families.,Codex report review 2026-09-20,https://acm-cms-assets.eco.astro.com.my/acm/media/corporate/amh-fy15-annual-report-eng.pdf,7,SRC-203,SOURCE_FILES/SRC_203_Astro_Malaysia_Holdings_Berhad.pdf,downloaded,c6ac9415d44be6d9c95ab85307b046f4da2ca9dd9766e3960f7d4be61952a737,288
